Label,Score,
POSITIVE,0.999856949,
POSITIVE,0.992679238,
POSITIVE,0.999486089,
F,,A
F,,A
POSITIVE,0.999869585,
F,,A
POSITIVE,0.999200523,
POSITIVE,0.999869704,
F,,A
POSITIVE,0.999853134,
POSITIVE,0.999293804,
POSITIVE,0.999844193,
POSITIVE,0.999604046,
POSITIVE,0.999428928,
POSITIVE,0.999827504,
POSITIVE,0.999891639,
POSITIVE,0.999864578,
POSITIVE,0.996986568,
POSITIVE,0.99988544,
F,,A
POSITIVE,0.999678612,
POSITIVE,0.999504447,
POSITIVE,0.999869227,
POSITIVE,0.999875426,
POSITIVE,0.999851584,
POSITIVE,0.999745071,
NEGATIVE,0.99765414,
POSITIVE,0.99977237,
POSITIVE,0.999397516,
F,,A
POSITIVE,0.999686599,
F,,A
NEGATIVE,0.999105155,
F,,A
POSITIVE,0.999884129,
POSITIVE,0.999554336,
POSITIVE,0.992123067,
F,,A
POSITIVE,0.999870896,
POSITIVE,0.999798238,
POSITIVE,0.999611437,
POSITIVE,0.987751603,
F,,A
POSITIVE,0.999821723,
POSITIVE,0.99984014,
POSITIVE,0.99988842,
POSITIVE,0.998698235,
POSITIVE,0.999838829,
POSITIVE,0.999881148,
NEGATIVE,0.999774754,
NEGATIVE,0.999719322,
POSITIVE,0.999448836,
POSITIVE,0.984304845,
F,,A
POSITIVE,0.999681473,
POSITIVE,0.999884725,
F,,A
NEGATIVE,0.996625423,
POSITIVE,0.999868035,
POSITIVE,0.999195516,
POSITIVE,0.999871731,
F,,A
NEGATIVE,0.931858182,
NEGATIVE,0.964473128,
POSITIVE,0.583255529,
POSITIVE,0.998890221,
NEGATIVE,0.559336662,
POSITIVE,0.999762952,
POSITIVE,0.999415278,
NEGATIVE,0.891037762,
NEGATIVE,0.998837054,
POSITIVE,0.999881744,
POSITIVE,0.999886751,
NEGATIVE,0.99761802,
NEGATIVE,0.979997396,
F,,A
POSITIVE,0.999787033,
POSITIVE,0.999841332,
POSITIVE,0.983480632,
F,,A
NEGATIVE,0.875462234,
F,,A
POSITIVE,0.999874592,
POSITIVE,0.999867558,
NEGATIVE,0.98599118,
POSITIVE,0.999881983,
POSITIVE,0.999877334,
NEGATIVE,0.999456584,
POSITIVE,0.999802172,
POSITIVE,0.999880075,
POSITIVE,0.999865413,
NEGATIVE,0.999596179,
NEGATIVE,0.998652935,
POSITIVE,0.992655158,
NEGATIVE,0.957366586,
F,,A
F,,A
POSITIVE,0.999841809,
POSITIVE,0.999862909,
POSITIVE,0.998884499,
POSITIVE,0.999803245,
NEGATIVE,0.98547864,
POSITIVE,0.99980551,
NEGATIVE,0.99968648,
POSITIVE,0.999881864,
F,,A
POSITIVE,0.999880552,
NEGATIVE,0.605507255,
POSITIVE,0.999875188,
POSITIVE,0.999875665,
POSITIVE,0.999782979,
POSITIVE,0.999616981,
POSITIVE,0.999857068,
POSITIVE,0.999820769,
POSITIVE,0.992909431,
POSITIVE,0.999877214,
POSITIVE,0.999473631,
NEGATIVE,0.937075734,
NEGATIVE,0.999811232,
POSITIVE,0.998158753,
POSITIVE,0.999875188,
POSITIVE,0.99988091,
NEGATIVE,0.999060571,
NEGATIVE,0.572312117,
POSITIVE,0.999856949,
POSITIVE,0.99987781,
NEGATIVE,0.99022609,
POSITIVE,0.999828577,
POSITIVE,0.999831915,
POSITIVE,0.844728768,
NEGATIVE,0.999810398,
POSITIVE,0.999879718,
F,,A
POSITIVE,0.999787629,
POSITIVE,0.998843074,
POSITIVE,0.999612987,
F,,A
POSITIVE,0.999606192,
POSITIVE,0.999858499,
POSITIVE,0.999887705,
POSITIVE,0.999803603,
NEGATIVE,0.999445856,
POSITIVE,0.999889493,
POSITIVE,0.999874234,
POSITIVE,0.999883413,
NEGATIVE,0.542530179,
POSITIVE,0.999869704,
POSITIVE,0.999772012,
POSITIVE,0.999861598,
POSITIVE,0.999731958,
POSITIVE,0.999854326,
F,,A
POSITIVE,0.998692453,
POSITIVE,0.998994648,
POSITIVE,0.997184098,
POSITIVE,0.999848127,
POSITIVE,0.999654531,
POSITIVE,0.991164982,
POSITIVE,0.999373019,
POSITIVE,0.999829173,
POSITIVE,0.997831047,
F,,A
F,,A
F,,A
NEGATIVE,0.997638702,
POSITIVE,0.999892592,
F,,A
POSITIVE,0.999848843,
POSITIVE,0.999473631,
NEGATIVE,0.761280179,
NEGATIVE,0.93881011,
POSITIVE,0.99870944,
POSITIVE,0.999752343,
POSITIVE,0.999871254,
NEGATIVE,0.999803364,
NEGATIVE,0.978093147,
POSITIVE,0.998913646,
POSITIVE,0.999853134,
POSITIVE,0.999879599,
POSITIVE,0.999339879,
F,,A
F,,A
POSITIVE,0.999835134,
POSITIVE,0.999341071,
NEGATIVE,0.99639976,
F,,A
POSITIVE,0.999750078,
POSITIVE,0.998804212,
POSITIVE,0.999883533,
POSITIVE,0.999874473,
POSITIVE,0.999876857,
F,,A
NEGATIVE,0.999642372,
POSITIVE,0.999511003,
POSITIVE,0.999872327,
F,,A
POSITIVE,0.999750912,
F,,A
F,,A
POSITIVE,0.998811722,
F,,A
POSITIVE,0.999776423,
POSITIVE,0.99913305,
NEGATIVE,0.999376118,
F,,A
POSITIVE,0.997896194,
NEGATIVE,0.994123876,
POSITIVE,0.99976474,
POSITIVE,0.99987936,
POSITIVE,0.997963667,
POSITIVE,0.99967587,
POSITIVE,0.999887109,
POSITIVE,0.999609292,
F,,A
NEGATIVE,0.998364031,
F,,A
NEGATIVE,0.998000801,
NEGATIVE,0.918871939,
POSITIVE,0.999874949,
NEGATIVE,0.999796808,
POSITIVE,0.99976486,
POSITIVE,0.999756396,
POSITIVE,0.999473512,
NEGATIVE,0.999078751,
POSITIVE,0.999871373,
NEGATIVE,0.992664635,
POSITIVE,0.979562044,
POSITIVE,0.999714434,
POSITIVE,0.999882102,
POSITIVE,0.999845386,
POSITIVE,0.999798,
POSITIVE,0.999868274,
POSITIVE,0.999563992,
POSITIVE,0.995124876,
POSITIVE,0.999780238,
POSITIVE,0.999882102,
POSITIVE,0.998220503,
NEGATIVE,0.998544335,
F,,A
POSITIVE,0.999824345,
POSITIVE,0.99973923,
POSITIVE,0.999855638,
POSITIVE,0.999882579,
NEGATIVE,0.997430265,
POSITIVE,0.999857664,
NEGATIVE,0.849711299,
POSITIVE,0.999878049,
POSITIVE,0.99967134,
NEGATIVE,0.936468542,
F,,A
POSITIVE,0.999864936,
POSITIVE,0.999194324,
POSITIVE,0.999867797,
F,,A
NEGATIVE,0.996856332,
POSITIVE,0.999479949,
POSITIVE,0.99988699,
POSITIVE,0.997951806,
POSITIVE,0.974909842,
POSITIVE,0.999876618,
F,,A
F,,A
POSITIVE,0.99988234,
POSITIVE,0.999877214,
NEGATIVE,0.788961411,
POSITIVE,0.999854803,
POSITIVE,0.969732285,
NEGATIVE,0.729222894,
F,,A
POSITIVE,0.999859333,
POSITIVE,0.997315228,
POSITIVE,0.999861598,
POSITIVE,0.991588533,
POSITIVE,0.98780942,
POSITIVE,0.999706447,
NEGATIVE,0.999040544,
POSITIVE,0.99986136,
POSITIVE,0.999732912,
POSITIVE,0.995601416,
POSITIVE,0.999486327,
POSITIVE,0.999842048,
POSITIVE,0.999871254,
NEGATIVE,0.958408654,
POSITIVE,0.998109937,
POSITIVE,0.999497771,
POSITIVE,0.999316692,
POSITIVE,0.999882221,
F,,A
NEGATIVE,0.988747478,
NEGATIVE,0.639092326,
F,,A
F,,A
POSITIVE,0.992919981,
POSITIVE,0.980233967,
POSITIVE,0.997963905,
POSITIVE,0.999878883,
NEGATIVE,0.999714673,
F,,A
POSITIVE,0.999869108,
POSITIVE,0.999861121,
POSITIVE,0.99961412,
POSITIVE,0.999884486,
POSITIVE,0.99988544,
POSITIVE,0.997156501,
F,,A
POSITIVE,0.999878287,
F,,A
NEGATIVE,0.997922838,
F,,A
F,,A
POSITIVE,0.999878645,
POSITIVE,0.995326042,
POSITIVE,0.999753535,
NEGATIVE,0.996295631,
POSITIVE,0.999570668,
POSITIVE,0.917969704,
F,,A
POSITIVE,0.999878764,
POSITIVE,0.999875426,
POSITIVE,0.999767363,
POSITIVE,0.999830961,
NEGATIVE,0.989524841,
NEGATIVE,0.950035572,
POSITIVE,0.999770939,
NEGATIVE,0.999702156,
POSITIVE,0.999853969,
F,,A
POSITIVE,0.999709189,
POSITIVE,0.99984324,
POSITIVE,0.9998523,
F,,A
NEGATIVE,0.997046173,
POSITIVE,0.999874234,
NEGATIVE,0.997256935,
POSITIVE,0.999794424,
F,,A
F,,A
NEGATIVE,0.999750316,
POSITIVE,0.999132097,
F,,A
POSITIVE,0.999679923,
F,,A
F,,A
F,,A
POSITIVE,0.999871612,
F,,A
POSITIVE,0.99733907,
F,,A
POSITIVE,0.999811947,
F,,A
POSITIVE,0.999877572,
POSITIVE,0.998750329,
POSITIVE,0.999394417,
POSITIVE,0.834993184,
POSITIVE,0.999797523,
F,,A
POSITIVE,0.999328375,
NEGATIVE,0.996628821,
POSITIVE,0.999883413,
POSITIVE,0.99988246,
POSITIVE,0.999848008,
POSITIVE,0.999742329,
NEGATIVE,0.517513037,
NEGATIVE,0.820333958,
POSITIVE,0.532975852,
POSITIVE,0.999879956,
POSITIVE,0.899927735,
POSITIVE,0.999871373,
F,,A
POSITIVE,0.999857306,
POSITIVE,0.999821246,
F,,A
POSITIVE,0.999862671,
NEGATIVE,0.998019576,
POSITIVE,0.716909647,
POSITIVE,0.999837279,
F,,A
NEGATIVE,0.997670472,
POSITIVE,0.999828815,
F,,A
POSITIVE,0.999775827,
F,,A
POSITIVE,0.999827504,
POSITIVE,0.999884725,
F,,A
POSITIVE,0.999820769,
POSITIVE,0.999701679,
POSITIVE,0.999831438,
POSITIVE,0.999293804,
F,,A
POSITIVE,0.999887586,
NEGATIVE,0.997078776,
POSITIVE,0.999419808,
NEGATIVE,0.991620898,
POSITIVE,0.999674082,
POSITIVE,0.999868393,
POSITIVE,0.998606026,
NEGATIVE,0.997233212,
POSITIVE,0.999815643,
NEGATIVE,0.521582484,
POSITIVE,0.999601185,
POSITIVE,0.999762475,
POSITIVE,0.999813259,
F,,A
POSITIVE,0.999441803,
POSITIVE,0.999650598,
POSITIVE,0.999882936,
POSITIVE,0.999322653,
POSITIVE,0.999878168,
NEGATIVE,0.995743096,
POSITIVE,0.999855876,
POSITIVE,0.999866724,
POSITIVE,0.99901557,
POSITIVE,0.999882936,
POSITIVE,0.973295689,
POSITIVE,0.943359673,
F,,A
POSITIVE,0.998500466,
POSITIVE,0.99987781,
POSITIVE,0.999846816,
POSITIVE,0.999875546,
F,,A
POSITIVE,0.999421716,
POSITIVE,0.999833345,
F,,A
F,,A
POSITIVE,0.957069516,
POSITIVE,0.99954021,
NEGATIVE,0.99546057,
NEGATIVE,0.960849702,
NEGATIVE,0.931981087,
POSITIVE,0.999842286,
POSITIVE,0.999824107,
POSITIVE,0.953152001,
POSITIVE,0.997315466,
NEGATIVE,0.688221633,
POSITIVE,0.999792635,
POSITIVE,0.999829888,
POSITIVE,0.999859571,
NEGATIVE,0.961147487,
F,,A
NEGATIVE,0.999309778,
F,,A
NEGATIVE,0.968989491,
POSITIVE,0.999808371,
POSITIVE,0.998558342,
POSITIVE,0.999851227,
POSITIVE,0.999708235,
POSITIVE,0.999816954,
NEGATIVE,0.966283321,
F,,A
NEGATIVE,0.966283321,
POSITIVE,0.999415517,
POSITIVE,0.999880075,
POSITIVE,0.999885678,
POSITIVE,0.999515057,
F,,A
NEGATIVE,0.989761651,
POSITIVE,0.999841928,
POSITIVE,0.998634279,
POSITIVE,0.999877453,
POSITIVE,0.999855042,
POSITIVE,0.999881268,
POSITIVE,0.748127699,
F,,A
POSITIVE,0.99987936,
POSITIVE,0.999864817,
POSITIVE,0.999858618,
POSITIVE,0.999864221,
POSITIVE,0.999843121,
POSITIVE,0.998455882,
POSITIVE,0.998842955,
NEGATIVE,0.983648896,
POSITIVE,0.999710023,
POSITIVE,0.999089241,
POSITIVE,0.998393238,
POSITIVE,0.999808371,
POSITIVE,0.999796212,
POSITIVE,0.99988389,
POSITIVE,0.999814808,
POSITIVE,0.999285281,
POSITIVE,0.999493957,
POSITIVE,0.999840021,
F,,A
POSITIVE,0.999710858,
NEGATIVE,0.996402144,
POSITIVE,0.999835968,
POSITIVE,0.999878287,
POSITIVE,0.999877572,
POSITIVE,0.999669194,
POSITIVE,0.999865294,
POSITIVE,0.966206193,
NEGATIVE,0.99816364,
F,,A
POSITIVE,0.999884367,
NEGATIVE,0.972995758,
F,,A
POSITIVE,0.999859691,
NEGATIVE,0.954173625,
NEGATIVE,0.995013297,
POSITIVE,0.999876857,
POSITIVE,0.999816477,
POSITIVE,0.999880433,
POSITIVE,0.999712169,
POSITIVE,0.98372376,
F,,A
POSITIVE,0.998593867,
F,,A
POSITIVE,0.999844551,
POSITIVE,0.999782741,
F,,A
POSITIVE,0.998206615,
NEGATIVE,0.995910406,
POSITIVE,0.999057591,
POSITIVE,0.999825776,
POSITIVE,0.999702513,
POSITIVE,0.999870181,
POSITIVE,0.99922812,
POSITIVE,0.999878645,
POSITIVE,0.999281824,
F,,A
POSITIVE,0.999646306,
POSITIVE,0.999818146,
POSITIVE,0.999442399,
POSITIVE,0.99987936,
POSITIVE,0.835108519,
POSITIVE,0.999884367,
F,,A
NEGATIVE,0.949750304,
NEGATIVE,0.997433603,
POSITIVE,0.999735415,
POSITIVE,0.998817623,
POSITIVE,0.999864221,
NEGATIVE,0.98982048,
POSITIVE,0.999866724,
POSITIVE,0.999882102,
POSITIVE,0.997930646,
POSITIVE,0.999808609,
POSITIVE,0.999681711,
POSITIVE,0.97149986,
NEGATIVE,0.996309936,
F,,A
POSITIVE,0.999862552,
POSITIVE,0.999174178,
POSITIVE,0.999559939,
F,,A
POSITIVE,0.999764264,
NEGATIVE,0.990592301,
POSITIVE,0.999843597,
NEGATIVE,0.989806473,
F,,A
F,,A
POSITIVE,0.999578297,
F,,A
POSITIVE,0.997451127,
F,,A
POSITIVE,0.99986279,
NEGATIVE,0.997674882,
NEGATIVE,0.991250873,
NEGATIVE,0.734233201,
NEGATIVE,0.734233201,
POSITIVE,0.999875784,
POSITIVE,0.905432642,
POSITIVE,0.999588549,
NEGATIVE,0.99844116,
F,,A
POSITIVE,0.999178588,
F,,A
POSITIVE,0.95720011,
NEGATIVE,0.999615312,
NEGATIVE,0.999800146,
POSITIVE,0.999881625,
POSITIVE,0.999882817,
POSITIVE,0.99986124,
NEGATIVE,0.998493791,
POSITIVE,0.999876499,
POSITIVE,0.999870062,
F,,A
F,,A
F,,A
F,,A
POSITIVE,0.999762714,
POSITIVE,0.999850869,
NEGATIVE,0.962932646,
POSITIVE,0.98378849,
POSITIVE,0.999843717,
NEGATIVE,0.992375791,
POSITIVE,0.986717701,
POSITIVE,0.999602616,
POSITIVE,0.999860287,
POSITIVE,0.999864817,
POSITIVE,0.999847412,
POSITIVE,0.999854088,
NEGATIVE,0.993829429,
F,,A
POSITIVE,0.866231084,
POSITIVE,0.998292625,
NEGATIVE,0.931325197,
F,,A
NEGATIVE,0.965232491,
POSITIVE,0.996360004,
F,,A
POSITIVE,0.999098778,
POSITIVE,0.999341071,
POSITIVE,0.999734104,
F,,A
F,,A
POSITIVE,0.999878645,
POSITIVE,0.999786198,
F,,A
POSITIVE,0.998267889,
POSITIVE,0.999783456,
POSITIVE,0.999853373,
POSITIVE,0.999882579,
POSITIVE,0.99905318,
POSITIVE,0.999854445,
POSITIVE,0.999869227,
POSITIVE,0.990261853,
POSITIVE,0.999874473,
POSITIVE,0.991727471,
POSITIVE,0.99758327,
NEGATIVE,0.95908618,
POSITIVE,0.985545814,
F,,A
POSITIVE,0.999851465,
F,,A
F,,A
POSITIVE,0.99844116,
POSITIVE,0.999778807,
F,,A
POSITIVE,0.999836922,
POSITIVE,0.999879599,
POSITIVE,0.999700069,
POSITIVE,0.999873996,
F,,A
POSITIVE,0.999652624,
NEGATIVE,0.999075532,
POSITIVE,0.999629498,
POSITIVE,0.999856949,
POSITIVE,0.819604814,
POSITIVE,0.963873565,
F,,A
POSITIVE,0.999812067,
F,,A
POSITIVE,0.99987936,
POSITIVE,0.997247636,
POSITIVE,0.998934925,
POSITIVE,0.966815352,
F,,A
POSITIVE,0.999869943,
POSITIVE,0.999818385,
POSITIVE,0.999763429,
POSITIVE,0.998709559,
POSITIVE,0.995450556,
POSITIVE,0.999884367,
POSITIVE,0.999879122,
POSITIVE,0.999550998,
POSITIVE,0.999873877,
POSITIVE,0.996489704,
POSITIVE,0.99987185,
F,,A
NEGATIVE,0.99930191,
POSITIVE,0.998991907,
NEGATIVE,0.99598676,
NEGATIVE,0.999176919,
POSITIVE,0.999158621,
POSITIVE,0.99986136,
POSITIVE,0.999652863,
POSITIVE,0.999852896,
POSITIVE,0.999800146,
POSITIVE,0.999833226,
NEGATIVE,0.986047864,
POSITIVE,0.999863625,
POSITIVE,0.999033213,
F,,A
F,,A
POSITIVE,0.999858856,
F,,A
NEGATIVE,0.91375041,
F,,A
POSITIVE,0.999872804,
POSITIVE,0.999874711,
POSITIVE,0.999871373,
POSITIVE,0.999890566,
F,,A
POSITIVE,0.999868393,
NEGATIVE,0.99944216,
POSITIVE,0.999867797,
POSITIVE,0.998580694,
POSITIVE,0.999560058,
POSITIVE,0.999850273,
F,,A
NEGATIVE,0.922337711,
F,,A
POSITIVE,0.99963069,
POSITIVE,0.999864817,
POSITIVE,0.999236822,
POSITIVE,0.999844074,
POSITIVE,0.973126233,
POSITIVE,0.999879122,
POSITIVE,0.99985981,
POSITIVE,0.997709632,
POSITIVE,0.999803245,
NEGATIVE,0.999245882,
POSITIVE,0.999878049,
F,,A
F,,A
POSITIVE,0.999878764,
POSITIVE,0.999859929,
F,,A
POSITIVE,0.999826014,
POSITIVE,0.999818623,
POSITIVE,0.999195158,
POSITIVE,0.999675274,
POSITIVE,0.99988234,
F,,A
POSITIVE,0.999886155,
POSITIVE,0.999633789,
POSITIVE,0.999846697,
POSITIVE,0.999851942,
POSITIVE,0.999859571,
F,,A
POSITIVE,0.99983871,
F,,A
POSITIVE,0.999886155,
POSITIVE,0.999874949,
POSITIVE,0.999827325,
POSITIVE,0.999703825,
F,,A
F,,A
POSITIVE,0.999832273,
POSITIVE,0.997281671,
POSITIVE,0.999859452,
POSITIVE,0.998996317,
POSITIVE,0.99972862,
POSITIVE,0.99961251,
POSITIVE,0.999828458,
POSITIVE,0.999878049,
F,,A
NEGATIVE,0.989938498,
POSITIVE,0.999767482,
POSITIVE,0.999862909,
POSITIVE,0.999873281,
POSITIVE,0.999666214,
F,,A
POSITIVE,0.998903275,
POSITIVE,0.999879718,
POSITIVE,0.999878883,
POSITIVE,0.998470366,
POSITIVE,0.999888778,
NEGATIVE,0.998898029,
POSITIVE,0.999855638,
POSITIVE,0.999883533,
F,,A
NEGATIVE,0.639376402,
POSITIVE,0.999259531,
NEGATIVE,0.98795253,
POSITIVE,0.999877214,
NEGATIVE,0.929707646,
F,,A
F,,A
POSITIVE,0.999876499,
NEGATIVE,0.988227546,
POSITIVE,0.999888301,
NEGATIVE,0.88485539,
POSITIVE,0.999879837,
POSITIVE,0.998987257,
POSITIVE,0.998684824,
POSITIVE,0.99977535,
POSITIVE,0.627371788,
POSITIVE,0.997081101,
POSITIVE,0.999807179,
POSITIVE,0.999693394,
NEGATIVE,0.589173377,
POSITIVE,0.999536872,
POSITIVE,0.999881744,
POSITIVE,0.999880552,
F,,A
POSITIVE,0.999742925,
POSITIVE,0.999881148,
POSITIVE,0.999886632,
POSITIVE,0.999859571,
F,,A
POSITIVE,0.99987638,
F,,A
F,,A
POSITIVE,0.999571741,
F,,A
POSITIVE,0.999883175,
POSITIVE,0.999885201,
POSITIVE,0.999763191,
POSITIVE,0.998699903,
POSITIVE,0.995251536,
POSITIVE,0.999886751,
POSITIVE,0.999879241,
POSITIVE,0.999873757,
POSITIVE,0.999127328,
POSITIVE,0.999878049,
POSITIVE,0.999851584,
POSITIVE,0.917824745,
POSITIVE,0.999825656,
POSITIVE,0.99988544,
NEGATIVE,0.999263704,
POSITIVE,0.999367297,
POSITIVE,0.999835849,
POSITIVE,0.999847174,
F,,A
F,,A
POSITIVE,0.975486219,
F,,A
POSITIVE,0.957076192,
F,,A
POSITIVE,0.999872327,
POSITIVE,0.999807179,
POSITIVE,0.999685407,
POSITIVE,0.999824941,
POSITIVE,0.974713445,
POSITIVE,0.986396074,
POSITIVE,0.999840975,
POSITIVE,0.999866247,
POSITIVE,0.999787509,
NEGATIVE,0.997871995,
NEGATIVE,0.883910179,
POSITIVE,0.999754965,
F,,A
POSITIVE,0.999871016,
POSITIVE,0.999555409,
POSITIVE,0.999756038,
POSITIVE,0.999575913,
POSITIVE,0.999847651,
POSITIVE,0.995465219,
POSITIVE,0.999830604,
F,,A
POSITIVE,0.999728143,
POSITIVE,0.993164361,
F,,A
F,,A
POSITIVE,0.999890447,
POSITIVE,0.999826014,
POSITIVE,0.998422742,
POSITIVE,0.999828458,
POSITIVE,0.999807775,
POSITIVE,0.999849558,
POSITIVE,0.999163866,
POSITIVE,0.999835849,
F,,A
POSITIVE,0.999861717,
NEGATIVE,0.613689005,
F,,A
POSITIVE,0.999880195,
POSITIVE,0.999790728,
POSITIVE,0.999810517,
F,,A
POSITIVE,0.999795377,
POSITIVE,0.999585569,
POSITIVE,0.999863029,
POSITIVE,0.999874949,
F,,A
F,,A
POSITIVE,0.993194103,
NEGATIVE,0.996282041,
POSITIVE,0.999867082,
POSITIVE,0.999562323,
POSITIVE,0.999863029,
POSITIVE,0.999883533,
F,,A
POSITIVE,0.999695063,
NEGATIVE,0.996046722,
POSITIVE,0.999859452,
NEGATIVE,0.994527876,
POSITIVE,0.999861002,
F,,A
POSITIVE,0.999882102,
POSITIVE,0.999791563,
NEGATIVE,0.978085816,
NEGATIVE,0.964044809,
POSITIVE,0.999273002,
F,,A
POSITIVE,0.999810636,
POSITIVE,0.999875546,
POSITIVE,0.999785721,
POSITIVE,0.999159098,
F,,A
NEGATIVE,0.998948872,
POSITIVE,0.999878645,
POSITIVE,0.999881148,
POSITIVE,0.999835134,
POSITIVE,0.999872327,
POSITIVE,0.992672384,
POSITIVE,0.998757243,
POSITIVE,0.999772489,
POSITIVE,0.999867558,
POSITIVE,0.999836564,
F,,A
F,,A
F,,A
POSITIVE,0.999867916,
POSITIVE,0.99838829,
F,,A
NEGATIVE,0.895199001,
POSITIVE,0.999858141,
POSITIVE,0.999875546,
F,,A
F,,A
NEGATIVE,0.913202047,
NEGATIVE,0.997235477,
POSITIVE,0.998815536,
POSITIVE,0.999268949,
POSITIVE,0.999805748,
POSITIVE,0.999848843,
POSITIVE,0.999715507,
POSITIVE,0.999863505,
F,,A
POSITIVE,0.999857664,
F,,A
POSITIVE,0.99988842,
F,,A
POSITIVE,0.999869823,
F,,A
POSITIVE,0.999225616,
POSITIVE,0.999887109,
POSITIVE,0.999879718,
POSITIVE,0.984875381,
POSITIVE,0.999190867,
POSITIVE,0.999844432,
POSITIVE,0.999738872,
POSITIVE,0.999843717,
POSITIVE,0.999880195,
POSITIVE,0.998913765,
POSITIVE,0.99987483,
NEGATIVE,0.902429938,
POSITIVE,0.999739587,
NEGATIVE,0.974592626,
POSITIVE,0.999250829,
POSITIVE,0.999812067,
NEGATIVE,0.996645868,
F,,A
F,,A
POSITIVE,0.999879479,
POSITIVE,0.99982208,
F,,A
F,,A
F,,A
POSITIVE,0.999882817,
POSITIVE,0.999889016,
F,,A
POSITIVE,0.999875069,
POSITIVE,0.999867678,
POSITIVE,0.999708593,
POSITIVE,0.99987936,
NEGATIVE,0.999282181,
POSITIVE,0.999871373,
POSITIVE,0.931761086,
NEGATIVE,0.998068035,
POSITIVE,0.992593229,
POSITIVE,0.99988699,
POSITIVE,0.999780834,
F,,A
NEGATIVE,0.98355031,
F,,A
F,,A
POSITIVE,0.954308033,
POSITIVE,0.998913169,
POSITIVE,0.995996118,
F,,A
POSITIVE,0.999875546,
POSITIVE,0.99951148,
POSITIVE,0.995964289,
POSITIVE,0.999797165,
POSITIVE,0.999812305,
POSITIVE,0.993521869,
POSITIVE,0.999724567,
POSITIVE,0.99987793,
POSITIVE,0.999835134,
POSITIVE,0.999879956,
POSITIVE,0.998721182,
POSITIVE,0.999803007,
POSITIVE,0.724989474,
POSITIVE,0.999891996,
F,,A
POSITIVE,0.999846101,
POSITIVE,0.99886322,
POSITIVE,0.999867916,
F,,A
POSITIVE,0.998712897,
POSITIVE,0.999814332,
F,,A
F,,A
NEGATIVE,0.93041265,
F,,A
NEGATIVE,0.512482345,
POSITIVE,0.999261796,
POSITIVE,0.999821007,
POSITIVE,0.773955703,
POSITIVE,0.99981755,
POSITIVE,0.999866843,
F,,A
POSITIVE,0.999875903,
F,,A
POSITIVE,0.999741018,
NEGATIVE,0.992885053,
NEGATIVE,0.99906975,
POSITIVE,0.984829366,
POSITIVE,0.999853253,
F,,A
F,,A
NEGATIVE,0.989201188,
POSITIVE,0.999554336,
POSITIVE,0.999389052,
F,,A
POSITIVE,0.99986577,
POSITIVE,0.999860287,
POSITIVE,0.999253094,
F,,A
POSITIVE,0.999867558,
POSITIVE,0.999856353,
POSITIVE,0.968937993,
NEGATIVE,0.999770701,
POSITIVE,0.998459101,
POSITIVE,0.999884486,
POSITIVE,0.999728858,
POSITIVE,0.999754608,
POSITIVE,0.999877572,
POSITIVE,0.999881148,
F,,A
POSITIVE,0.999853134,
POSITIVE,0.999854326,
F,,A
POSITIVE,0.999301434,
POSITIVE,0.955168307,
POSITIVE,0.999884844,
POSITIVE,0.989533842,
POSITIVE,0.996102095,
POSITIVE,0.999837041,
POSITIVE,0.999855757,
F,,A
F,,A
POSITIVE,0.999875546,
POSITIVE,0.999875307,
POSITIVE,0.996687233,
F,,A
F,,A
NEGATIVE,0.999176919,
POSITIVE,0.994303226,
POSITIVE,0.999716938,
POSITIVE,0.999694705,
F,,A
POSITIVE,0.999734938,
POSITIVE,0.999883413,
POSITIVE,0.999694705,
F,,A
POSITIVE,0.997891009,
POSITIVE,0.999780715,
POSITIVE,0.998995602,
POSITIVE,0.999507785,
POSITIVE,0.999867439,
POSITIVE,0.992444098,
POSITIVE,0.879892409,
POSITIVE,0.99985683,
NEGATIVE,0.998117328,
POSITIVE,0.999741018,
POSITIVE,0.999746382,
POSITIVE,0.999801576,
POSITIVE,0.999869108,
POSITIVE,0.999891043,
POSITIVE,0.999432862,
POSITIVE,0.999889374,
NEGATIVE,0.662332714,
F,,A
POSITIVE,0.999782145,
POSITIVE,0.999868989,
NEGATIVE,0.944956541,
POSITIVE,0.998857975,
POSITIVE,0.999843121,
F,,A
POSITIVE,0.999851584,
NEGATIVE,0.997463584,
F,,A
POSITIVE,0.99983871,
NEGATIVE,0.974590778,
F,,A
POSITIVE,0.999815643,
POSITIVE,0.999890208,
F,,A
POSITIVE,0.999886394,
POSITIVE,0.999873877,
POSITIVE,0.999705613,
POSITIVE,0.99978286,
POSITIVE,0.999857903,
POSITIVE,0.999812424,
NEGATIVE,0.933734715,
POSITIVE,0.999868512,
NEGATIVE,0.997348785,
POSITIVE,0.999841452,
F,,A
POSITIVE,0.999889374,
POSITIVE,0.990638494,
F,,A
F,,A
NEGATIVE,0.995082617,
NEGATIVE,0.995056748,
F,,A
POSITIVE,0.996467471,
POSITIVE,0.9998523,
POSITIVE,0.999706328,
POSITIVE,0.994488955,
F,,A
POSITIVE,0.999808013,
NEGATIVE,0.999765456,
POSITIVE,0.999795616,
POSITIVE,0.999886394,
POSITIVE,0.999840736,
F,,A
NEGATIVE,0.999630213,
NEGATIVE,0.974928081,
POSITIVE,0.999869943,
POSITIVE,0.999879479,
POSITIVE,0.999862432,
POSITIVE,0.999816597,
POSITIVE,0.999884725,
